user_pseudo_id,event_time,platform,action,action_group,source,medium,staytime,has_shared,revisit_count
user_005,2024-09-01 19:40:00,Web,完成投保,商品資訊頁,Google,CPC,96,0,0
user_044,2024-09-01 19:42:00,Web,立即投保,好康優惠,Email,Referral,44,0,1
user_046,2024-09-01 19:44:00,iOS,完成投保,好康優惠,Email,Referral,36,1,1
user_014,2024-09-01 19:46:00,iOS,預約顧問,其他,Email,CPC,79,1,0
user_018,2024-09-01 19:48:00,Web,進入試算,保存與分享試算結果,Direct,CPC,30,0,2
user_026,2024-09-01 19:50:00,iOS,進入首頁,完成網路投保,Google,CPC,38,0,3
user_042,2024-09-01 19:52:00,Web,瀏覽商品頁,挑選預約顧問,Email,Referral,96,0,2
user_044,2024-09-01 19:54:00,Web,點擊優惠,我的保險試算結果,Email,Referral,91,0,4
user_039,2024-09-01 19:56:00,Android,保存試算結果,好康優惠,Direct,Organic,41,1,4
user_002,2024-09-01 19:58:00,Web,立即投保,其他,Email,Referral,37,0,5
user_025,2024-09-01 20:00:00,iOS,保存試算結果,完成網路投保,Google,Referral,96,0,5
user_041,2024-09-01 20:02:00,iOS,點擊優惠,挑選預約顧問,Google,Referral,93,1,2
user_030,2024-09-01 20:04:00,Web,立即投保,好康優惠,Facebook,Organic,27,1,1
user_036,2024-09-01 20:06:00,Android,瀏覽商品頁,完成網路投保,Google,Referral,5,0,0
user_011,2024-09-01 20:08:00,Web,完成投保,好康優惠,Google,CPC,18,0,1
user_003,2024-09-01 20:10:00,iOS,預約顧問,試算壽險方案,Email,CPC,49,1,5
user_036,2024-09-01 20:12:00,Android,點擊優惠,其他,Email,CPC,27,0,5
user_023,2024-09-01 20:14:00,iOS,保存試算結果,立即投保,Direct,Organic,13,1,1
user_046,2024-09-01 20:16:00,Web,完成投保,其他,Email,Organic,30,0,2
user_007,2024-09-01 20:18:00,iOS,立即投保,保存與分享試算結果,Google,Referral,77,0,4
user_017,2024-09-01 20:20:00,iOS,保存試算結果,我的保險試算結果,Direct,Organic,5,0,4
user_027,2024-09-01 20:22:00,Android,進入試算,好康優惠,Email,Organic,18,1,1
user_037,2024-09-01 20:24:00,Android,進入首頁,保存與分享試算結果,Facebook,Referral,109,1,2
user_037,2024-09-01 20:26:00,Android,立即投保,商品資訊頁,Direct,Organic,34,0,5
user_041,2024-09-01 20:28:00,Android,點擊優惠,試算壽險方案,Direct,Organic,15,1,1
user_003,2024-09-01 20:30:00,iOS,點擊優惠,好康優惠,Direct,CPC,87,0,2
user_035,2024-09-01 20:32:00,Web,進入試算,立即投保,Google,CPC,49,1,5
user_046,2024-09-01 20:34:00,Android,保存試算結果,商品資訊頁,Email,Organic,29,0,2
user_050,2024-09-01 20:36:00,Android,保存試算結果,保存與分享試算結果,Google,CPC,79,1,1
user_050,2024-09-01 20:38:00,iOS,點擊優惠,保存與分享試算結果,Facebook,Referral,93,0,3
user_035,2024-09-01 20:40:00,Web,完成投保,挑選預約顧問,Email,Organic,114,0,1
user_043,2024-09-01 20:42:00,Web,瀏覽商品頁,其他,Facebook,Organic,107,0,4
user_022,2024-09-01 20:44:00,Web,保存試算結果,完成網路投保,Direct,Organic,40,1,4
user_036,2024-09-01 20:46:00,iOS,點擊優惠,我的保險試算結果,Email,CPC,105,1,3
user_047,2024-09-01 20:48:00,Android,檢視試算結果,挑選預約顧問,Direct,Referral,93,1,3
user_031,2024-09-01 20:50:00,Android,保存試算結果,商品資訊頁,Facebook,Organic,61,0,1
user_050,2024-09-01 20:52:00,iOS,立即投保,完成網路投保,Email,Referral,106,0,5
user_010,2024-09-01 20:54:00,Web,保存試算結果,挑選預約顧問,Facebook,Organic,111,0,1
user_003,2024-09-01 20:56:00,Web,瀏覽商品頁,其他,Facebook,CPC,94,1,4
user_017,2024-09-01 20:58:00,Web,立即投保,試算壽險方案,Google,Referral,85,1,0
user_011,2024-09-01 21:00:00,Android,保存試算結果,我的保險試算結果,Google,CPC,84,1,5
user_046,2024-09-01 21:02:00,Android,保存試算結果,保存與分享試算結果,Facebook,Referral,94,0,2
user_021,2024-09-01 21:04:00,Web,點擊優惠,其他,Email,Referral,87,0,4
user_026,2024-09-01 21:06:00,iOS,保存試算結果,試算壽險方案,Direct,Referral,22,1,2
user_026,2024-09-01 21:08:00,Web,預約顧問,好康優惠,Google,Referral,94,0,5
user_029,2024-09-01 21:10:00,iOS,立即投保,完成網路投保,Email,Referral,116,1,2
user_018,2024-09-01 21:12:00,Web,進入首頁,商品資訊頁,Google,Referral,120,0,4
user_010,2024-09-01 21:14:00,Web,檢視試算結果,商品資訊頁,Direct,Organic,57,1,2
user_045,2024-09-01 21:16:00,iOS,保存試算結果,其他,Google,Referral,21,0,3
user_023,2024-09-01 21:18:00,Android,瀏覽商品頁,好康優惠,Google,CPC,55,1,1
user_002,2024-09-01 21:20:00,Android,立即投保,保存與分享試算結果,Email,Organic,99,0,5
user_012,2024-09-01 21:22:00,Web,檢視試算結果,完成網路投保,Facebook,CPC,89,0,4
user_005,2024-09-01 21:24:00,iOS,保存試算結果,保存與分享試算結果,Google,Organic,72,1,2
user_039,2024-09-01 21:26:00,iOS,立即投保,好康優惠,Google,Referral,96,0,5
user_014,2024-09-01 21:28:00,Android,進入首頁,完成網路投保,Facebook,Referral,110,1,5
user_003,2024-09-01 21:30:00,Android,預約顧問,其他,Email,Organic,71,1,0
user_028,2024-09-01 21:32:00,Android,完成投保,商品資訊頁,Google,CPC,43,0,4
user_031,2024-09-01 21:34:00,iOS,檢視試算結果,我的保險試算結果,Facebook,Referral,30,1,4
user_042,2024-09-01 21:36:00,Web,進入首頁,商品資訊頁,Google,Referral,36,0,3
user_018,2024-09-01 21:38:00,Web,瀏覽商品頁,試算壽險方案,Direct,Organic,81,1,2
user_018,2024-09-01 21:40:00,iOS,立即投保,試算壽險方案,Facebook,CPC,23,0,1
user_005,2024-09-01 21:42:00,Web,完成投保,保存與分享試算結果,Google,CPC,39,0,3
user_008,2024-09-01 21:44:00,Web,預約顧問,挑選預約顧問,Direct,Referral,58,1,5
user_003,2024-09-01 21:46:00,Android,保存試算結果,好康優惠,Google,Organic,59,0,5
user_005,2024-09-01 21:48:00,Web,瀏覽商品頁,立即投保,Google,Organic,39,1,5
user_003,2024-09-01 21:50:00,iOS,立即投保,立即投保,Email,Organic,44,1,2
user_026,2024-09-01 21:52:00,iOS,完成投保,我的保險試算結果,Direct,Referral,18,0,4
user_023,2024-09-01 21:54:00,Android,預約顧問,試算壽險方案,Email,CPC,61,1,2
user_018,2024-09-01 21:56:00,Web,檢視試算結果,立即投保,Facebook,Referral,44,1,3
user_038,2024-09-01 21:58:00,Web,點擊優惠,好康優惠,Google,CPC,54,1,5
user_004,2024-09-01 22:00:00,Web,完成投保,試算壽險方案,Email,CPC,88,1,3
user_045,2024-09-01 22:02:00,Web,瀏覽商品頁,試算壽險方案,Google,CPC,18,1,4
user_027,2024-09-01 22:04:00,iOS,預約顧問,保存與分享試算結果,Google,Referral,119,0,2
user_030,2024-09-01 22:06:00,iOS,瀏覽商品頁,其他,Email,Organic,90,1,1
user_004,2024-09-01 22:08:00,iOS,進入試算,其他,Email,CPC,27,0,5
user_003,2024-09-01 22:10:00,Android,瀏覽商品頁,好康優惠,Email,Referral,82,1,5
user_024,2024-09-01 22:12:00,iOS,進入首頁,完成網路投保,Facebook,Organic,80,1,1
user_042,2024-09-01 22:14:00,Web,完成投保,我的保險試算結果,Google,Referral,11,0,4
user_050,2024-09-01 22:16:00,iOS,預約顧問,保存與分享試算結果,Google,CPC,53,1,0
user_043,2024-09-01 22:18:00,Android,點擊優惠,商品資訊頁,Google,CPC,91,0,2
user_005,2024-09-01 22:20:00,Web,預約顧問,好康優惠,Facebook,CPC,34,0,0
user_024,2024-09-01 22:22:00,Web,檢視試算結果,保存與分享試算結果,Google,CPC,120,1,1
user_025,2024-09-01 22:24:00,iOS,保存試算結果,完成網路投保,Email,CPC,44,0,1
user_045,2024-09-01 22:26:00,iOS,完成投保,挑選預約顧問,Direct,Organic,109,1,5
user_043,2024-09-01 22:28:00,Android,進入首頁,完成網路投保,Google,Referral,104,1,1
user_004,2024-09-01 22:30:00,Web,進入首頁,好康優惠,Email,Organic,17,0,1
user_046,2024-09-01 22:32:00,Web,檢視試算結果,完成網路投保,Facebook,Referral,72,1,2
user_022,2024-09-01 22:34:00,iOS,保存試算結果,好康優惠,Email,Referral,97,1,3
user_001,2024-09-01 22:36:00,Android,保存試算結果,好康優惠,Direct,Referral,91,0,0
user_042,2024-09-01 22:38:00,Android,立即投保,商品資訊頁,Direct,Organic,114,0,2
user_045,2024-09-01 22:40:00,Android,完成投保,其他,Direct,CPC,89,1,4
user_007,2024-09-01 22:42:00,iOS,檢視試算結果,立即投保,Google,CPC,15,0,2
user_027,2024-09-01 22:44:00,Web,瀏覽商品頁,我的保險試算結果,Email,Referral,94,1,0
user_028,2024-09-01 22:46:00,iOS,瀏覽商品頁,我的保險試算結果,Google,CPC,110,0,5
user_009,2024-09-01 22:48:00,Android,進入首頁,立即投保,Google,CPC,46,0,2
user_005,2024-09-01 22:50:00,iOS,立即投保,完成網路投保,Facebook,CPC,55,0,5
user_028,2024-09-01 22:52:00,iOS,進入首頁,保存與分享試算結果,Email,Referral,67,1,5
user_043,2024-09-01 22:54:00,Android,保存試算結果,挑選預約顧問,Email,CPC,104,1,3
user_046,2024-09-01 22:56:00,Web,完成投保,商品資訊頁,Email,Referral,87,1,4
user_024,2024-09-01 22:58:00,Android,瀏覽商品頁,試算壽險方案,Google,Referral,68,0,0
user_033,2024-09-01 23:00:00,Android,預約顧問,挑選預約顧問,Google,Referral,91,1,1
user_012,2024-09-01 23:02:00,iOS,瀏覽商品頁,其他,Google,Organic,73,1,5
user_036,2024-09-01 23:04:00,Android,檢視試算結果,立即投保,Direct,CPC,104,1,1
user_047,2024-09-01 23:06:00,iOS,預約顧問,好康優惠,Email,Referral,10,1,1
user_034,2024-09-01 23:08:00,Android,進入首頁,商品資訊頁,Email,Referral,10,1,0
user_021,2024-09-01 23:10:00,Android,完成投保,試算壽險方案,Email,CPC,73,0,3
user_007,2024-09-01 23:12:00,iOS,進入試算,立即投保,Google,CPC,46,0,1
user_005,2024-09-01 23:14:00,Web,進入首頁,我的保險試算結果,Google,Referral,30,0,1
user_001,2024-09-01 23:16:00,Android,預約顧問,我的保險試算結果,Google,Organic,115,0,1
user_039,2024-09-01 23:18:00,iOS,進入首頁,其他,Facebook,CPC,87,1,5
user_007,2024-09-01 23:20:00,Android,保存試算結果,商品資訊頁,Google,Referral,83,0,1
user_013,2024-09-01 23:22:00,iOS,預約顧問,完成網路投保,Google,CPC,120,1,1
user_043,2024-09-01 23:24:00,iOS,保存試算結果,其他,Email,Referral,75,1,4
user_026,2024-09-01 23:26:00,Android,瀏覽商品頁,其他,Direct,CPC,60,1,4
user_043,2024-09-01 23:28:00,Web,預約顧問,立即投保,Direct,CPC,19,0,5
user_046,2024-09-01 23:30:00,iOS,瀏覽商品頁,立即投保,Email,Organic,16,0,2
user_021,2024-09-01 23:32:00,Android,進入首頁,試算壽險方案,Email,Referral,91,1,3
user_009,2024-09-01 23:34:00,iOS,點擊優惠,其他,Direct,CPC,51,0,4
user_023,2024-09-01 23:36:00,iOS,進入首頁,商品資訊頁,Google,CPC,35,0,5
user_045,2024-09-01 23:38:00,iOS,瀏覽商品頁,完成網路投保,Facebook,Organic,102,0,5
user_043,2024-09-01 23:40:00,Web,完成投保,保存與分享試算結果,Facebook,Organic,32,1,1
user_010,2024-09-01 23:42:00,Web,瀏覽商品頁,其他,Direct,Referral,100,1,1
user_007,2024-09-01 23:44:00,iOS,立即投保,試算壽險方案,Direct,Organic,33,0,0
user_013,2024-09-01 23:46:00,iOS,進入首頁,其他,Email,Organic,93,0,2
user_024,2024-09-01 23:48:00,Web,預約顧問,我的保險試算結果,Email,CPC,104,0,1
user_009,2024-09-01 23:50:00,Android,點擊優惠,挑選預約顧問,Google,Organic,41,1,5
user_023,2024-09-01 23:52:00,iOS,瀏覽商品頁,試算壽險方案,Email,CPC,43,0,4
user_041,2024-09-01 23:54:00,Android,檢視試算結果,完成網路投保,Direct,Referral,69,1,2
user_006,2024-09-01 23:56:00,Web,保存試算結果,其他,Google,CPC,69,1,0
user_004,2024-09-01 23:58:00,Web,立即投保,試算壽險方案,Email,CPC,57,1,5
user_004,2024-09-02 00:00:00,Android,點擊優惠,好康優惠,Direct,Organic,49,1,2
user_003,2024-09-02 00:02:00,Web,立即投保,其他,Email,CPC,8,1,1
user_049,2024-09-02 00:04:00,iOS,立即投保,我的保險試算結果,Google,Referral,32,0,5
user_020,2024-09-02 00:06:00,Android,進入試算,好康優惠,Facebook,Organic,75,1,3
user_037,2024-09-02 00:08:00,Web,進入首頁,好康優惠,Direct,CPC,98,0,5
user_047,2024-09-02 00:10:00,iOS,進入試算,其他,Facebook,CPC,58,1,5
user_008,2024-09-02 00:12:00,Android,進入試算,挑選預約顧問,Email,CPC,109,0,3
user_023,2024-09-02 00:14:00,Android,進入首頁,好康優惠,Email,Organic,18,1,1
user_031,2024-09-02 00:16:00,Web,保存試算結果,完成網路投保,Facebook,Referral,34,0,1
user_001,2024-09-02 00:18:00,iOS,點擊優惠,保存與分享試算結果,Direct,CPC,97,1,1
user_011,2024-09-02 00:20:00,Android,保存試算結果,我的保險試算結果,Email,CPC,68,1,3
user_014,2024-09-02 00:22:00,Android,立即投保,好康優惠,Email,Referral,60,1,4
user_029,2024-09-02 00:24:00,Android,點擊優惠,立即投保,Google,CPC,66,0,5
user_039,2024-09-02 00:26:00,Android,完成投保,完成網路投保,Email,CPC,48,1,1
user_044,2024-09-02 00:28:00,Android,點擊優惠,商品資訊頁,Google,Referral,87,1,5
user_029,2024-09-02 00:30:00,Web,檢視試算結果,其他,Email,Referral,86,1,4
user_029,2024-09-02 00:32:00,Android,立即投保,好康優惠,Email,CPC,23,0,5
user_043,2024-09-02 00:34:00,Web,檢視試算結果,挑選預約顧問,Facebook,CPC,91,1,0
user_012,2024-09-02 00:36:00,iOS,點擊優惠,好康優惠,Facebook,Organic,12,1,1
user_049,2024-09-02 00:38:00,Android,檢視試算結果,立即投保,Google,Referral,40,1,4
user_015,2024-09-02 00:40:00,Android,點擊優惠,完成網路投保,Facebook,Organic,120,0,4
user_038,2024-09-02 00:42:00,Android,進入試算,完成網路投保,Facebook,CPC,98,1,5
user_048,2024-09-02 00:44:00,iOS,檢視試算結果,保存與分享試算結果,Google,Organic,42,0,5
user_008,2024-09-02 00:46:00,Web,立即投保,商品資訊頁,Direct,Referral,62,0,2
user_048,2024-09-02 00:48:00,iOS,瀏覽商品頁,立即投保,Facebook,CPC,54,0,5
user_048,2024-09-02 00:50:00,iOS,進入首頁,好康優惠,Direct,CPC,70,0,3
user_003,2024-09-02 00:52:00,Android,進入試算,其他,Email,Organic,116,1,5
user_020,2024-09-02 00:54:00,Web,預約顧問,保存與分享試算結果,Facebook,CPC,119,1,5
user_008,2024-09-02 00:56:00,Android,檢視試算結果,挑選預約顧問,Email,Referral,42,1,4
user_026,2024-09-02 00:58:00,Web,進入試算,商品資訊頁,Email,Organic,17,1,4
user_010,2024-09-02 01:00:00,Web,保存試算結果,好康優惠,Facebook,Referral,18,0,3
user_010,2024-09-02 01:02:00,iOS,檢視試算結果,立即投保,Email,Organic,117,0,2
user_006,2024-09-02 01:04:00,Android,完成投保,其他,Direct,CPC,41,0,1
user_025,2024-09-02 01:06:00,Web,預約顧問,好康優惠,Direct,CPC,69,1,2
user_022,2024-09-02 01:08:00,Android,完成投保,商品資訊頁,Facebook,Organic,43,0,0
user_042,2024-09-02 01:10:00,Web,立即投保,商品資訊頁,Facebook,Organic,26,1,3
user_045,2024-09-02 01:12:00,iOS,檢視試算結果,商品資訊頁,Google,Referral,114,0,3
user_028,2024-09-02 01:14:00,Web,進入試算,挑選預約顧問,Google,Organic,115,0,3
user_035,2024-09-02 01:16:00,Android,預約顧問,商品資訊頁,Google,CPC,67,0,5
user_010,2024-09-02 01:18:00,Android,完成投保,商品資訊頁,Email,CPC,69,1,4
user_046,2024-09-02 01:20:00,iOS,完成投保,保存與分享試算結果,Direct,Referral,39,1,2
user_002,2024-09-02 01:22:00,iOS,瀏覽商品頁,商品資訊頁,Direct,CPC,26,0,1
user_007,2024-09-02 01:24:00,Web,進入首頁,我的保險試算結果,Email,CPC,22,1,5
user_039,2024-09-02 01:26:00,iOS,完成投保,試算壽險方案,Facebook,Referral,41,0,4
user_047,2024-09-02 01:28:00,Web,保存試算結果,商品資訊頁,Facebook,Organic,62,0,5
user_027,2024-09-02 01:30:00,iOS,立即投保,保存與分享試算結果,Google,CPC,77,1,0
user_047,2024-09-02 01:32:00,Android,立即投保,挑選預約顧問,Facebook,Referral,75,1,3
user_030,2024-09-02 01:34:00,iOS,點擊優惠,其他,Facebook,Organic,110,0,5
user_012,2024-09-02 01:36:00,iOS,點擊優惠,立即投保,Facebook,Organic,74,0,4
user_027,2024-09-02 01:38:00,Android,點擊優惠,完成網路投保,Google,Referral,103,1,1
user_030,2024-09-02 01:40:00,iOS,進入試算,試算壽險方案,Direct,CPC,74,0,4
user_022,2024-09-02 01:42:00,Web,進入試算,其他,Direct,CPC,116,1,0
user_045,2024-09-02 01:44:00,iOS,立即投保,試算壽險方案,Google,CPC,46,0,4
user_029,2024-09-02 01:46:00,iOS,瀏覽商品頁,挑選預約顧問,Facebook,Referral,109,1,2
user_041,2024-09-02 01:48:00,iOS,保存試算結果,好康優惠,Email,Referral,110,0,3
user_010,2024-09-02 01:50:00,iOS,保存試算結果,挑選預約顧問,Facebook,Referral,106,0,1
user_025,2024-09-02 01:52:00,iOS,完成投保,其他,Google,Organic,26,0,5
user_015,2024-09-02 01:54:00,Android,進入首頁,試算壽險方案,Google,CPC,92,0,5
user_049,2024-09-02 01:56:00,Web,完成投保,商品資訊頁,Email,Organic,10,1,5
user_002,2024-09-02 01:58:00,iOS,完成投保,挑選預約顧問,Facebook,CPC,26,0,3
user_019,2024-09-02 02:00:00,iOS,進入首頁,立即投保,Google,Organic,26,0,0
user_003,2024-09-02 02:02:00,Android,完成投保,試算壽險方案,Email,Organic,11,0,4
user_022,2024-09-02 02:04:00,Android,進入首頁,保存與分享試算結果,Facebook,Organic,68,0,0
user_042,2024-09-02 02:06:00,Web,進入試算,商品資訊頁,Facebook,CPC,61,0,0
user_008,2024-09-02 02:08:00,iOS,立即投保,保存與分享試算結果,Facebook,Referral,111,0,0
user_044,2024-09-02 02:10:00,Android,立即投保,商品資訊頁,Google,Organic,43,0,3
user_002,2024-09-02 02:12:00,Web,點擊優惠,試算壽險方案,Direct,CPC,38,0,3
user_003,2024-09-02 02:14:00,Web,進入首頁,商品資訊頁,Facebook,Organic,17,0,3
user_012,2024-09-02 02:16:00,Web,點擊優惠,我的保險試算結果,Google,CPC,9,1,3
user_050,2024-09-02 02:18:00,Android,進入首頁,我的保險試算結果,Google,Referral,37,1,2
user_045,2024-09-02 02:20:00,Web,進入首頁,其他,Email,Referral,31,0,4
user_008,2024-09-02 02:22:00,iOS,保存試算結果,商品資訊頁,Email,Organic,93,0,4
user_017,2024-09-02 02:24:00,Web,檢視試算結果,完成網路投保,Google,CPC,115,0,0
user_003,2024-09-02 02:26:00,iOS,保存試算結果,我的保險試算結果,Google,Organic,115,1,4
user_016,2024-09-02 02:28:00,Web,進入首頁,完成網路投保,Email,CPC,95,1,0
user_045,2024-09-02 02:30:00,Web,點擊優惠,試算壽險方案,Email,Organic,100,1,3
user_014,2024-09-02 02:32:00,Web,完成投保,試算壽險方案,Google,CPC,110,0,2
user_018,2024-09-02 02:34:00,Android,完成投保,商品資訊頁,Direct,Referral,109,1,4
user_045,2024-09-02 02:36:00,iOS,檢視試算結果,保存與分享試算結果,Facebook,Organic,113,1,2
user_008,2024-09-02 02:38:00,iOS,完成投保,保存與分享試算結果,Email,Organic,57,1,3
user_028,2024-09-02 02:40:00,iOS,進入首頁,保存與分享試算結果,Direct,CPC,32,0,3
user_008,2024-09-02 02:42:00,iOS,完成投保,立即投保,Email,Organic,60,1,2
user_003,2024-09-02 02:44:00,Android,完成投保,挑選預約顧問,Google,Referral,103,1,3
user_047,2024-09-02 02:46:00,iOS,點擊優惠,其他,Email,Organic,43,0,4
user_045,2024-09-02 02:48:00,Web,完成投保,完成網路投保,Google,Organic,62,1,0
user_050,2024-09-02 02:50:00,iOS,點擊優惠,保存與分享試算結果,Direct,CPC,103,0,2
user_008,2024-09-02 02:52:00,Android,點擊優惠,完成網路投保,Direct,Referral,56,1,2
user_031,2024-09-02 02:54:00,iOS,進入首頁,挑選預約顧問,Email,CPC,20,1,1
user_007,2024-09-02 02:56:00,iOS,預約顧問,其他,Email,Referral,119,0,0
user_002,2024-09-02 02:58:00,Web,點擊優惠,保存與分享試算結果,Facebook,Organic,57,1,2
user_040,2024-09-02 03:00:00,Android,點擊優惠,我的保險試算結果,Facebook,CPC,97,1,4
user_043,2024-09-02 03:02:00,iOS,預約顧問,保存與分享試算結果,Facebook,Organic,108,0,5
user_019,2024-09-02 03:04:00,Android,預約顧問,挑選預約顧問,Google,CPC,80,0,1
user_015,2024-09-02 03:06:00,Web,點擊優惠,完成網路投保,Google,CPC,80,0,2
user_049,2024-09-02 03:08:00,Web,檢視試算結果,立即投保,Email,Organic,114,1,5
user_020,2024-09-02 03:10:00,iOS,點擊優惠,其他,Email,CPC,69,0,4
user_009,2024-09-02 03:12:00,Web,進入首頁,商品資訊頁,Direct,Organic,11,1,1
user_009,2024-09-02 03:14:00,Android,立即投保,我的保險試算結果,Google,Referral,57,1,2
user_010,2024-09-02 03:16:00,Web,進入試算,好康優惠,Email,Referral,88,0,5
user_017,2024-09-02 03:18:00,iOS,立即投保,好康優惠,Direct,Referral,28,1,4
user_039,2024-09-02 03:20:00,iOS,檢視試算結果,商品資訊頁,Facebook,Referral,69,1,1
user_019,2024-09-02 03:22:00,iOS,檢視試算結果,挑選預約顧問,Google,CPC,16,1,4
user_032,2024-09-02 03:24:00,Web,進入首頁,其他,Email,Organic,46,0,2
user_036,2024-09-02 03:26:00,iOS,檢視試算結果,試算壽險方案,Email,Referral,8,1,0
user_038,2024-09-02 03:28:00,Web,進入試算,好康優惠,Google,Organic,64,0,2
user_034,2024-09-02 03:30:00,Web,保存試算結果,保存與分享試算結果,Facebook,Referral,11,1,2
user_018,2024-09-02 03:32:00,Web,保存試算結果,立即投保,Email,Referral,33,0,0
user_017,2024-09-02 03:34:00,Web,瀏覽商品頁,保存與分享試算結果,Direct,Organic,96,1,0
user_016,2024-09-02 03:36:00,Android,立即投保,立即投保,Email,Referral,101,1,3
user_048,2024-09-02 03:38:00,iOS,保存試算結果,立即投保,Direct,Organic,103,1,3
user_046,2024-09-02 03:40:00,Web,點擊優惠,完成網路投保,Facebook,CPC,88,1,4
user_048,2024-09-02 03:42:00,Web,進入試算,立即投保,Facebook,Referral,86,0,2
user_018,2024-09-02 03:44:00,iOS,預約顧問,立即投保,Google,Organic,114,0,0
user_040,2024-09-02 03:46:00,Web,進入試算,保存與分享試算結果,Email,Referral,42,0,2
user_029,2024-09-02 03:48:00,Android,瀏覽商品頁,我的保險試算結果,Email,Referral,90,0,4
user_009,2024-09-02 03:50:00,iOS,瀏覽商品頁,商品資訊頁,Facebook,Referral,85,1,0
user_026,2024-09-02 03:52:00,iOS,檢視試算結果,我的保險試算結果,Facebook,CPC,119,1,5
user_017,2024-09-02 03:54:00,Android,立即投保,其他,Facebook,CPC,96,0,5
user_033,2024-09-02 03:56:00,Android,點擊優惠,完成網路投保,Google,Referral,24,0,0
user_044,2024-09-02 03:58:00,Web,瀏覽商品頁,保存與分享試算結果,Google,CPC,117,0,3
user_002,2024-09-02 04:00:00,iOS,點擊優惠,商品資訊頁,Email,Referral,27,0,4
user_027,2024-09-02 04:02:00,Android,完成投保,其他,Facebook,Referral,84,1,2
user_020,2024-09-02 04:04:00,Web,進入試算,試算壽險方案,Google,CPC,12,1,3
user_004,2024-09-02 04:06:00,Web,立即投保,挑選預約顧問,Direct,Referral,104,0,3
user_026,2024-09-02 04:08:00,Android,預約顧問,保存與分享試算結果,Email,Referral,31,1,2
user_028,2024-09-02 04:10:00,iOS,進入試算,其他,Email,Organic,92,0,4
user_024,2024-09-02 04:12:00,iOS,保存試算結果,立即投保,Direct,CPC,54,1,3
user_050,2024-09-02 04:14:00,iOS,瀏覽商品頁,完成網路投保,Email,Organic,17,0,4
user_036,2024-09-02 04:16:00,Web,保存試算結果,完成網路投保,Email,Organic,71,1,1
user_033,2024-09-02 04:18:00,iOS,進入試算,商品資訊頁,Google,CPC,55,1,5
user_018,2024-09-02 04:20:00,Web,檢視試算結果,試算壽險方案,Email,CPC,74,0,2
user_024,2024-09-02 04:22:00,Android,進入首頁,好康優惠,Email,Referral,27,1,5
user_044,2024-09-02 04:24:00,iOS,完成投保,挑選預約顧問,Email,Organic,66,1,5
user_022,2024-09-02 04:26:00,Web,預約顧問,好康優惠,Email,Organic,67,0,0
user_036,2024-09-02 04:28:00,Android,預約顧問,商品資訊頁,Email,CPC,19,0,1
user_002,2024-09-02 04:30:00,Web,進入首頁,我的保險試算結果,Facebook,Referral,59,1,0
user_024,2024-09-02 04:32:00,iOS,立即投保,我的保險試算結果,Google,CPC,71,0,5
user_022,2024-09-02 04:34:00,Web,進入首頁,商品資訊頁,Email,Organic,97,0,1
user_036,2024-09-02 04:36:00,Android,保存試算結果,完成網路投保,Google,Organic,66,1,2
user_040,2024-09-02 04:38:00,Android,檢視試算結果,完成網路投保,Google,CPC,76,1,0
user_006,2024-09-02 04:40:00,iOS,立即投保,立即投保,Email,Referral,105,0,3
user_042,2024-09-02 04:42:00,iOS,進入首頁,商品資訊頁,Facebook,Organic,41,0,1
user_043,2024-09-02 04:44:00,Web,瀏覽商品頁,試算壽險方案,Direct,CPC,70,0,1
user_034,2024-09-02 04:46:00,iOS,完成投保,試算壽險方案,Email,Organic,6,1,3
user_037,2024-09-02 04:48:00,Android,檢視試算結果,我的保險試算結果,Facebook,CPC,11,0,4
user_033,2024-09-02 04:50:00,iOS,瀏覽商品頁,完成網路投保,Direct,Referral,67,0,2
user_034,2024-09-02 04:52:00,iOS,完成投保,完成網路投保,Facebook,CPC,103,0,0
user_013,2024-09-02 04:54:00,iOS,進入試算,其他,Google,Organic,17,1,5
user_049,2024-09-02 04:56:00,Android,完成投保,立即投保,Facebook,Referral,91,0,0
user_012,2024-09-02 04:58:00,iOS,瀏覽商品頁,好康優惠,Google,Referral,55,0,3
user_041,2024-09-02 05:00:00,Web,完成投保,商品資訊頁,Email,CPC,19,1,0
user_017,2024-09-02 05:02:00,Web,瀏覽商品頁,好康優惠,Facebook,CPC,6,0,3
user_009,2024-09-02 05:04:00,iOS,進入首頁,完成網路投保,Direct,CPC,36,0,5
user_003,2024-09-02 05:06:00,iOS,完成投保,試算壽險方案,Direct,Referral,40,0,5
user_015,2024-09-02 05:08:00,Android,檢視試算結果,挑選預約顧問,Email,Organic,75,0,1
user_027,2024-09-02 05:10:00,Android,瀏覽商品頁,商品資訊頁,Email,CPC,103,1,5
user_001,2024-09-02 05:12:00,Web,檢視試算結果,好康優惠,Direct,Referral,117,0,1
user_045,2024-09-02 05:14:00,Android,點擊優惠,保存與分享試算結果,Email,Referral,111,1,5
user_031,2024-09-02 05:16:00,Android,檢視試算結果,商品資訊頁,Google,Referral,112,1,2
user_022,2024-09-02 05:18:00,Web,點擊優惠,其他,Facebook,Organic,110,0,2
user_022,2024-09-02 05:20:00,Web,點擊優惠,保存與分享試算結果,Facebook,Organic,77,1,1
user_020,2024-09-02 05:22:00,Android,完成投保,其他,Email,Referral,79,0,0
user_049,2024-09-02 05:24:00,iOS,點擊優惠,商品資訊頁,Email,CPC,76,1,5
